Kernel,Optimisation,ProblemSize,BlockSize,GridSize,MyDurationMin,MyDurationMed,Scalability,DurationNs,MeanOccupancyPerCU,MeanOccupancyPerActiveCU,GPUBusy,Wavefronts,L2CacheHit,SALUInsts,VALUInsts,SFetchInsts
saxpy,NOPT,10000000,8,1250000,588002,589824,0.31,543129,17.3359509124,17.8133151155,100,1666667,80.7693715964,2,9,4
saxpy,NOPT,10000000,16,625000,312901,313582,0.22,272884,17.0081923911,17.9534803185,100,833333,66.666008877,2,9,4
saxpy,NOPT,10000000,24,416667,221519,222802,0.58,193443,16.7371833201,18.3116943486,100,555556,69.9990543717,2,9,4
saxpy,NOPT,10000000,32,312500,168538,168920,0.23,148123,16.232989063,18.2279779478,100,416666,50.0001599992,2,9,4
saxpy,NOPT,10000000,40,250000,163321,165644,1.42,116882,33.4140783533,37.8514794196,100,666666,66.6509810952,2,9,4
saxpy,NOPT,10000000,48,208334,153718,156741,1.97,99322,32.3641809527,38.0121109401,100,555556,57.1224746817,2,8.9999874,3.9999964
saxpy,NOPT,10000000,56,178572,153780,158720,3.21,88121,31.4709441689,39.0448612365,100,476192,63.1042127556,2,8.9999853,3.9999958
saxpy,NOPT,10000000,64,156250,146961,149837,1.96,76842,32.2498981914,38.8327675269,100,416668,49.9967602359,2,9,4
saxpy,NOPT,10000000,72,138889,156398,158820,1.55,105082,31.4446755259,36.6248635538,100,555555,61.9811110746,2,8.9999748,3.9999928
saxpy,NOPT,10000000,80,125000,154600,157342,1.77,95122,31.3848421213,36.5860730594,100,499998,54.1190761925,2,9,4
saxpy,NOPT,10000000,88,113637,150199,152259,1.37,88601,31.1686945565,36.6516030256,100,454548,60.2481379163,2,8.9999692002,3.9999912
saxpy,NOPT,10000000,96,104167,146160,147243,0.74,81681,30.6545375679,36.6101046453,100,416670,49.9967602359,2,8.9999664003,3.9999904001
saxpy,NOPT,10000000,104,96154,158620,161524,1.83,93001,33.1307592457,39.0704067515,100,512820,60.2696592363,2,8.9999727,3.9999922
saxpy,NOPT,10000000,112,89286,135360,152502,12.66,86842,33.1299442078,39.0702989786,100,476192,53.0216943313,2,8.9999706001,3.9999916
saxpy,NOPT,10000000,120,83334,151238,154500,2.16,83682,32.9410336186,39.1453651633,100,444448,59.1203889908,2,8.9999370005,3.9999820001
saxpy,NOPT,10000000,128,78125,146856,149679,1.92,78241,31.573686809,38.1091623419,100,416668,49.996680247,2,9,4
saxpy,NOPT,10000000,136,73530,149584,157743,5.45,98202,30.0595175691,35.0670990434,100,490200,59.1711605085,2,8.9999143207,3.9999755202
saxpy,NOPT,10000000,144,69445,157700,159941,1.42,92841,30.0373417644,35.0631561249,100,462965,52.3228941026,2,8.9999092804,3.9999740801
