Kernel,Optimisation,ProblemSize,BlockSize,GridSize,MyDurationMin,MyDurationMed,Scalability,DurationNs,MeanOccupancyPerCU,MeanOccupancyPerActiveCU,GPUBusy,Wavefronts,L2CacheHit,SALUInsts,VALUInsts,SFetchInsts
saxpy,NOPT,100000000,8,12500000,5505429,5528493,0.42,5453020,23.4097678709,23.4909615354,100,16666667,80.769169704,2,9,4
saxpy,NOPT,100000000,16,6250000,2917364,2920992,0.12,2852332,33.4940145488,33.7125243697,100,8333334,66.5745783076,2,9,4
saxpy,NOPT,100000000,24,4166667,2924850,2930704,0.20,2865733,37.6029560538,37.8248399998,100,5555556,69.338585314,2,9,4
saxpy,NOPT,100000000,32,3125000,3085094,3091725,0.21,3028695,36.6354702048,36.8595275185,100,4166667,50.000016,2,9,4
saxpy,NOPT,100000000,40,2500000,2942739,2947313,0.16,2880774,39.3924190629,39.6479557216,100,6666666,65.5849343311,2,9,4
saxpy,NOPT,100000000,48,2083334,2964721,2981837,0.58,2926814,38.972823677,39.2166032356,100,5555556,56.1357388818,2,8.99999874,3.99999964
saxpy,NOPT,100000000,56,1785715,3019172,3023832,0.15,2956055,38.9277168003,39.1482291719,100,4761908,62.1041805024,2,8.99999706,3.99999916
saxpy,NOPT,100000000,64,1562500,3080189,3083334,0.10,3017816,35.2519353384,35.4510354351,100,4166666,50.000016,2,9,4
saxpy,NOPT,100000000,72,1388889,2942489,2948844,0.22,2878813,36.7966250553,37.0313621178,100,5555556,61.2829754394,2,8.99999874,3.99999964
saxpy,NOPT,100000000,80,1250000,2988750,2992955,0.14,2926774,35.5050754025,35.7014059733,100,5000001,53.4733757204,2,9,4
saxpy,NOPT,100000000,88,1136364,3011756,3016326,0.15,2959173,35.6140163532,35.8301501001,100,4545456,59.5587164314,2,8.99999846,3.99999956
saxpy,NOPT,100000000,96,1041667,3061284,3069590,0.27,3005736,33.2290738358,33.4248430845,100,4166670,50.000016,2,8.99999664,3.99999904
saxpy,NOPT,100000000,104,961539,2990884,2997724,0.23,2928894,37.0447510523,37.2651680536,100,5128208,59.5676978951,2,8.99999454,3.99999844
saxpy,NOPT,100000000,112,892858,3026042,3029615,0.12,2966575,36.0958737828,36.3146253711,100,4761908,52.3793193093,2,8.99999118,3.99999748
saxpy,NOPT,100000000,120,833334,3036506,3050652,0.47,2974255,36.4406855017,36.6583013811,100,4444448,58.4482670703,2,8.99999685,3.9999991
saxpy,NOPT,100000000,128,781250,3065509,3069760,0.14,3004017,27.5656415832,27.723664346,100,4166664,50.000016,2,9,4
saxpy,NOPT,100000000,136,735295,2989731,3008104,0.61,2932655,34.5158465555,34.7247712862,100,4901970,58.7471995128,2,8.999994288,3.999998368
saxpy,NOPT,100000000,144,694445,3011066,3021246,0.34,2954257,33.8069981393,33.9907999843,100,4629630,51.9905262344,2,8.999995464,3.999998704
saxpy,NOPT,100000000,152,657895,3019814,3026452,0.22,2963775,34.2539691034,34.4568028043,100,4385965,57.949885691,2,8.999996808,3.999999088
saxpy,NOPT,100000000,160,625000,3055004,3058134,0.10,2996615,32.4209978869,32.6166481962,100,4166670,50.000016,2,9,4
saxpy,NOPT,100000000,168,595239,2998896,3003994,0.17,2942693,34.7179283715,34.916055045,100,4761912,58.1405275177,2,8.99999265,3.9999979
saxpy,NOPT,100000000,176,568182,3023557,3029044,0.18,2967174,34.0441213177,34.2554879324,100,4545456,51.5775339627,2,8.99999846,3.99999956
saxpy,NOPT,100000000,184,543479,3035019,3040944,0.20,2970615,34.3965257674,34.6090688622,100,4347834,57.5383021438,2,8.99999356,3.99999816
saxpy,NOPT,100000000,192,520834,3060661,3064205,0.12,3003136,30.6547041549,30.8423758373,100,4166670,50.000016,2,8.99999328,3.99999808
saxpy,NOPT,100000000,200,500000,3014128,3020593,0.21,2955134,35.3895002594,35.5948912113,100,4666669,57.755669239,2,9,4
saxpy,NOPT,100000000,208,480770,3028724,3032648,0.13,2971657,34.7019295416,34.9000511159,100,4487189,51.3348763419,2,8.9999844,3.9999955429
saxpy,NOPT,100000000,216,462963,3029983,3035317,0.18,2971460,35.0478912796,35.264256041,100,4320988,57.2552265394,2,9,4
saxpy,NOPT,100000000,224,446429,3057433,3062335,0.16,3000781,33.2509877412,33.4558973065,100,4166673,50.000016,2,8.99999496,3.99999856
saxpy,NOPT,100000000,232,431035,3024406,3030881,0.21,2969337,36.8072740531,37.0136377964,100,4597704,57.4521145751,2,8.99999391,3.99999826
saxpy,NOPT,100000000,240,416667,3042493,3047454,0.16,2984615,36.3097100965,36.5119803447,100,4444448,51.1396269757,2,8.99999055,3.9999973
saxpy,NOPT,100000000,248,403226,3042719,3046359,0.12,2983016,36.4445709791,36.6595085772,100,4301080,57.0276578888,2,8.999996745,3.99999907
saxpy,NOPT,100000000,256,390625,3063102,3066894,0.12,3004575,27.9770706524,28.1470975137,100,4166672,50.000016,2,9,4
saxpy,NOPT,100000000,264,378788,3011286,3016388,0.17,2944614,33.2555886225,33.4471135457,100,4545450,57.2821456416,2,8.99999846,3.99999956
saxpy,NOPT,100000000,272,367648,3018143,3023859,0.19,2961175,32.7515977274,32.9417445384,100,4411782,51.0573950228,2,8.9999746134,3.9999927467
saxpy,NOPT,100000000,280,357143,3020515,3030586,0.33,2963935,33.0835315512,33.2759521286,100,4285710,56.9119554896,2,8.9999967333,3.9999990667
saxpy,NOPT,100000000,288,347223,3052354,3058990,0.22,2986256,31.4629811423,31.6550216951,100,4166676,50.000016,2,8.9999764801,3.99999328
saxpy,NOPT,100000000,296,337838,3016034,3021224,0.17,2959095,34.2880676899,34.4846928839,100,4504510,57.1117668549,2,8.999996892,3.999999112
saxpy,NOPT,100000000,304,328948,3029706,3036285,0.22,2973935,33.6528456062,33.843442989,100,4385970,50.9616997598,2,8.999980848,3.999994528
saxpy,NOPT,100000000,312,320513,3033806,3037869,0.13,2971379,34.4520111166,34.6585531903,100,4273510,56.7695217569,2,8.999996724,3.999999064
saxpy,NOPT,100000000,320,312500,3061971,3065941,0.13,2997935,30.0955095331,30.263675436,100,4166670,50.000016,2,9,4
saxpy,NOPT,100000000,328,304879,3014875,3019214,0.14,2957135,33.7412667325,33.9329392212,100,4471555,56.9594967581,2,8.9999843455,3.9999955273
saxpy,NOPT,100000000,336,297620,3027104,3034294,0.24,2965139,33.1305782885,33.3417063831,100,4365097,50.8797590924,2,8.9999839637,3.9999954182
