Kernel,Optimisation,ProblemSize,BlockSize,GridSize,MyDurationMin,MyDurationMed,Scalability,DurationNs,MeanOccupancyPerCU,MeanOccupancyPerActiveCU,GPUBusy,Wavefronts,L2CacheHit,SALUInsts,VALUInsts,SFetchInsts
saxpy,NOPT,100000000,8,12500000,5464132,5477655,0.25,5429490,23.450967803,23.5303529091,100,16666667,80.7692478106,2,9,4
saxpy,NOPT,100000000,16,6250000,2897016,2900205,0.11,2849888,33.6957460492,33.9110751109,100,8333334,66.5674978574,2,9,4
saxpy,NOPT,100000000,24,4166667,2906899,2909903,0.10,2862768,37.6814960439,37.9062031258,100,5555556,69.3359392057,2,9,4
saxpy,NOPT,100000000,32,3125000,3070572,3073182,0.08,3022932,36.7241736086,36.9239989295,100,4166666,50.000016,2,9,4
saxpy,NOPT,100000000,40,2500000,2928163,2930653,0.09,2880969,39.394577748,39.6442035183,100,6666666,65.5831718588,2,9,4
saxpy,NOPT,100000000,48,2083334,2957018,2964463,0.25,2922731,38.7003043303,38.9422585889,100,5555556,56.1427875527,2,8.99999748,3.99999928
saxpy,NOPT,100000000,56,1785715,3005387,3007864,0.08,2966170,38.9682051965,39.1889336093,100,4761906,62.1023583001,2,8.99999706,3.99999916
saxpy,NOPT,100000000,64,1562500,3061479,3065758,0.14,3018532,35.5845420738,35.7772091742,100,4166666,50.000016,2,9,4
saxpy,NOPT,100000000,72,1388889,2922099,2924870,0.09,2879090,36.7608673144,36.9967545523,100,5555556,61.2208722262,2,8.99999874,3.99999964
saxpy,NOPT,100000000,80,1250000,2972188,2976378,0.14,2930811,35.517981459,35.7420332474,100,4999998,53.4941201323,2,9,4
saxpy,NOPT,100000000,88,1136364,2993990,2999513,0.18,2951811,35.4999670624,35.7041118499,100,4545456,59.5477700307,2,8.99999846,3.99999956
saxpy,NOPT,100000000,96,1041667,3051928,3056213,0.14,3006013,33.1818324622,33.3654852729,100,4166667,50.000016,2,8.99999664,3.99999904
saxpy,NOPT,100000000,104,961539,2974378,2977551,0.11,2930490,37.0092925812,37.2339834305,100,5128208,59.5498514024,2,8.99999727,3.99999922
saxpy,NOPT,100000000,112,892858,3006849,3010100,0.11,2963931,36.2337404742,36.4550980797,100,4761912,52.382464895,2,8.99999559,3.99999874
saxpy,NOPT,100000000,120,833334,3017623,3021833,0.14,2971732,36.4717768337,36.6740134882,100,4444448,58.398050979,2,8.99999685,3.9999991
saxpy,NOPT,100000000,128,781250,3049488,3051531,0.07,3005973,27.4914451135,27.6448623959,100,4166668,50.000016,2,9,4
saxpy,NOPT,100000000,136,735295,2970320,2975124,0.16,2928731,34.5070321643,34.7099328563,100,4901965,58.7510710695,2,8.999994288,3.999998368
saxpy,NOPT,100000000,144,694445,2995851,3005086,0.31,2951212,34.000798787,34.2126442954,100,4629630,51.9766337547,2,8.999995464,3.999998704
saxpy,NOPT,100000000,152,657895,3006023,3009213,0.11,2960693,34.2395017794,34.4545823488,100,4385970,57.9507683638,2,8.999998404,3.999999544
saxpy,NOPT,100000000,160,625000,3040440,3043445,0.10,2999133,32.4529447867,32.6509379613,100,4166665,50.000016,2,9,4
saxpy,NOPT,100000000,168,595239,2989162,2991944,0.09,2944733,34.867194761,35.0819872438,100,4761912,58.1401798753,2,8.99999265,3.9999979
saxpy,NOPT,100000000,176,568182,3008952,3015099,0.20,2967292,34.2818535384,34.4727905256,100,4545456,51.5763371805,2,8.99999692,3.99999912
saxpy,NOPT,100000000,184,543479,3013589,3016680,0.10,2969733,34.5510765591,34.7573678349,100,4347834,57.532194159,2,8.99999356,3.99999816
saxpy,NOPT,100000000,192,520834,3045539,3053529,0.26,3006374,30.7691992323,30.9521177093,100,4166670,50.000016,2,8.99998656,3.99999616
saxpy,NOPT,100000000,200,500000,2995986,2999593,0.12,2951693,35.048581063,35.2430383398,100,4666669,57.7919208212,2,9,4
saxpy,NOPT,100000000,208,480770,3016404,3021771,0.18,2964574,34.3459277006,34.5593970094,100,4487189,51.3627531821,2,8.9999922,3.9999977714
saxpy,NOPT,100000000,216,462963,3018024,3021978,0.13,2971013,35.0920688661,35.3052667248,100,4320988,57.2489929745,2,9,4
saxpy,NOPT,100000000,224,446429,3044509,3046463,0.06,3001894,33.0856357837,33.2833143756,100,4166666,50.000016,2,8.99998992,3.99999712
saxpy,NOPT,100000000,232,431035,3014356,3017948,0.12,2969933,36.6264612928,36.8582664401,100,4597704,57.4543621525,2,8.99999391,3.99999826
saxpy,NOPT,100000000,240,416667,3026709,3029996,0.11,2982693,35.8945041918,36.1084999039,100,4444448,51.1682429555,2,8.999995275,3.99999865
saxpy,NOPT,100000000,248,403226,3026262,3030547,0.14,2982134,36.551321505,36.7681601564,100,4301080,57.0287776511,2,8.9999983725,3.999999535
saxpy,NOPT,100000000,256,390625,3045692,3048696,0.10,3005934,28.0613269549,28.2306982785,100,4166672,50.000016,2,9,4
saxpy,NOPT,100000000,264,378788,2989328,2993890,0.15,2947173,33.2617480152,33.4651863602,100,4545459,57.2795557075,2,8.99999846,3.99999956
saxpy,NOPT,100000000,272,367648,3004996,3007265,0.08,2960014,32.6802496249,32.8871727549,100,4411773,51.0660360215,2,8.9999873067,3.9999963733
saxpy,NOPT,100000000,280,357143,3004616,3009145,0.15,2961574,33.3082061589,33.5112523849,100,4285719,56.9006140041,2,8.9999967333,3.9999990667
saxpy,NOPT,100000000,288,347223,3031899,3034708,0.09,2987695,31.6354023832,31.8314677139,100,4166676,50.000016,2,8.99998824,3.99999664
saxpy,NOPT,100000000,296,337838,3003567,3010005,0.21,2963094,34.4873413212,34.6853013332,100,4504510,57.0951646258,2,8.999993784,3.999998224
saxpy,NOPT,100000000,304,328948,3017930,3021872,0.13,2970575,33.9886178951,34.1997551254,100,4385980,50.9500579849,2,8.9999808481,3.999994528
saxpy,NOPT,100000000,312,320513,3016264,3022617,0.21,2972015,34.129831449,34.3221205805,100,4273500,56.7818647606,2,8.999996724,3.999999064
saxpy,NOPT,100000000,320,312500,3041818,3045482,0.12,2995655,29.9589344737,30.1256293009,100,4166670,50.000016,2,9,4
saxpy,NOPT,100000000,328,304879,2996900,3000217,0.11,2956055,33.7076895622,33.9194446608,100,4471555,56.9597398027,2,8.999968691,3.9999910546
saxpy,NOPT,100000000,336,297620,3010572,3013029,0.08,2969214,33.4098343468,33.6165893013,100,4365097,50.8618592643,2,8.9999679274,3.9999908364
saxpy,NOPT,100000000,344,290698,3013818,3017274,0.11,2971935,33.7669987195,33.977865203,100,4263567,56.6711120943,2,8.9999950745,3.9999985927
saxpy,NOPT,100000000,352,284091,3038382,3041472,0.10,2991575,32.1172914627,32.3058374846,100,4166668,50.000016,2,8.99999664,3.99999904
saxpy,NOPT,100000000,360,277778,3009992,3013670,0.12,2969214,34.8863274508,35.1240812731,100,4444452,56.8426993983,2,8.999995275,3.99999865
saxpy,NOPT,100000000,368,271740,3022833,3026165,0.11,2972815,34.5468884752,34.7649348716,100,4347840,50.7871999496,2,8.9999839001,3.9999954
saxpy,NOPT,100000000,376,265958,3018170,3021629,0.11,2975095,35.0952747091,35.3119788059,100,4255320,56.5758349076,2,8.99999013,3.99999718
saxpy,NOPT,100000000,384,260417,3040978,3044483,0.12,3004216,26.9066096937,27.0736425945,100,4166676,50.000016,2,8.99999328,3.99999808
saxpy,NOPT,100000000,392,255103,2983649,2989317,0.19,2946134,31.9314942856,32.1234604805,100,4421781,56.7471195489,2,8.9999810031,3.9999945723
saxpy,NOPT,100000000,400,250000,2996467,3001435,0.17,2952375,31.5778354692,31.7615609082,100,4333342,50.7440989273,2,9,4
saxpy,NOPT,100000000,408,245099,2998119,3000767,0.09,2951655,31.9769948377,32.1650977244,100,4248387,56.5160119498,2,8.9999802278,3.9999943508
saxpy,NOPT,100000000,416,240385,3022093,3027050,0.16,2982816,30.1541437385,30.3484441194,100,4166682,50.000016,2,8.9999916,3.9999976
saxpy,NOPT,100000000,424,235850,2999550,3002151,0.09,2954695,32.8218656566,33.0222527569,100,4402538,56.6683123461,2,8.9999586602,3.9999881886
saxpy,NOPT,100000000,432,231482,3006098,3011278,0.17,2960655,32.3925021699,32.5970275699,100,4321002,50.7003079298,2,8.9999773201,3.99999352
saxpy,NOPT,100000000,440,227273,3005343,3012020,0.22,2966615,32.9000781117,33.1046641204,100,4242434,56.4516185224,2,8.9999934,3.9999981143
saxpy,NOPT,100000000,448,223215,3034829,3038920,0.13,2994976,28.6836837835,28.8585747311,100,4166680,50.000016,2,8.9999832001,3.9999952
saxpy,NOPT,100000000,456,219299,3002648,3007477,0.16,2958815,34.1791351439,34.3944266557,100,4385985,56.5950691451,2,8.9999824441,3.999994984
saxpy,NOPT,100000000,464,215518,3014805,3018143,0.11,2970175,33.4565640424,33.6696345215,100,4310355,50.6554105228,2,8.999982136,3.999994896
saxpy,NOPT,100000000,472,211865,3015994,3022416,0.21,2969335,34.2524680508,34.4606276546,100,4237290,56.3931594902,2,8.999985132,3.999995752
saxpy,NOPT,100000000,480,208334,3032553,3037712,0.17,2989336,32.0493740243,32.2362689883,100,4166670,50.000016,2,8.9999832,3.9999952
saxpy,NOPT,100000000,488,204919,3016297,3023608,0.24,2972616,35.9935667397,36.1998280467,100,4371600,56.5306074899,2,8.9999759813,3.9999931375
saxpy,NOPT,100000000,496,201613,3021393,3026312,0.16,2977656,35.299562273,35.509551904,100,4301072,50.6053452279,2,8.999996745,3.99999907
saxpy,NOPT,100000000,504,198413,3020118,3023595,0.12,2977137,35.9791724879,36.199844552,100,4232800,56.3395000811,2,8.9999917312,3.9999976375
saxpy,NOPT,100000000,512,195313,3042155,3045338,0.10,2999336,28.0769243388,28.2506394673,100,4166688,50.000016,2,8.9999865601,3.99999616
saxpy,NOPT,100000000,520,192308,2979059,2981526,0.08,2933774,30.4541214702,30.6583554206,100,4358987,56.5005528605,2,8.9999919706,3.9999977059
saxpy,NOPT,100000000,528,189394,2983979,2987394,0.11,2940455,30.064814188,30.2533394479,100,4292925,50.5909167305,2,8.9999983694,3.9999995341
